source_status,pulled_at_local,delivery_window_since,delivery_window_until,account_alias,account_name,customer_id,object_level,object_id,current_name,parent_campaign_id,parent_campaign_name,parent_ad_group_id,parent_ad_group_name,configured_status,campaign_status,channel_type,channel_sub_type,bidding_strategy_type,ad_group_type,ad_type,final_urls,spend,impressions,clicks,conversions,all_conversions,proposed_gads_name,proposed_key,naming_status,notes
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752068238148,RESPONSIVE_SEARCH_AD / 752068238148,22517347425,meadowvale | LSM | kws,179466531095,Early Learning,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/mississauga-meadowvale/,15.86,220,14,1,5,not_applicable,gads-ad-752068238148,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,572995498792,EXPANDED_TEXT_AD / 572995498792,15778154097,oakville | lsm | kw,130489998463,oak daycare | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,15.47,132,7,0,4,not_applicable,gads-ad-572995498792,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,804239890507,RESPONSIVE_SEARCH_AD / 804239890507,23732999189,campbell heights | LSM | Keywords,196679148842,Junior kindergarten,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/surrey-campbell-heights/,14.31,38,1,0,0,not_applicable,gads-ad-804239890507,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,700327054030,RESPONSIVE_SEARCH_AD / 700327054030,21319600288,markham | LSM | kws,168380723008,Pre-K,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/markham-esna-park/,14.03,260,8,0,2,not_applicable,gads-ad-700327054030,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,572919123009,EXPANDED_TEXT_AD / 572919123009,15778154097,oakville | lsm | kw,134584364609,oak early education | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,13.55,19,4,0,2,not_applicable,gads-ad-572919123009,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769060827013,RESPONSIVE_SEARCH_AD / 769060827013,22884384921,richmond south | LSM | keywords,183416600869,Early Learning,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/richmond-south/,13.55,273,12,2,6,not_applicable,gads-ad-769060827013,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752441621425,RESPONSIVE_SEARCH_AD / 752441621425,22555521837,beltline | LSM | KW,184833666212,Early Learning,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/calgary-beltline/,13.30,115,4,0,0,not_applicable,gads-ad-752441621425,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573053819723,EXPANDED_TEXT_AD / 573053819723,15778154097,oakville | lsm | kw,132731209638,oak childcare | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,11.77,89,8,0,4.5,not_applicable,gads-ad-573053819723,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,797678621881,RESPONSIVE_SEARCH_AD / 797678621881,22434718934,white rock | LSM | keywords,178346477936,Early Education,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/white-rock/,11.49,90,2,0,0,not_applicable,gads-ad-797678621881,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,572989431778,EXPANDED_TEXT_AD / 572989431778,15778154097,oakville | lsm | kw,131878525676,oak early learning | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,10.75,31,3,0,1,not_applicable,gads-ad-572989431778,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573053725097,EXPANDED_TEXT_AD / 573053725097,15778154097,oakville | lsm | kw,132731209638,oak childcare | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,9.80,95,8,1,2,not_applicable,gads-ad-573053725097,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,572995646074,EXPANDED_TEXT_AD / 572995646074,15778154097,oakville | lsm | kw,130489998463,oak daycare | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,9.45,103,6,0,0,not_applicable,gads-ad-572995646074,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,572920402266,EXPANDED_TEXT_AD / 572920402266,15778154097,oakville | lsm | kw,132731209638,oak childcare | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,9.44,50,3,0,2,not_applicable,gads-ad-572920402266,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752526385847,RESPONSIVE_SEARCH_AD / 752526385847,22555521837,beltline | LSM | KW,184833666452,Pre-K,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/calgary-beltline/,8.13,41,2,1,2,not_applicable,gads-ad-752526385847,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,784015205235,RESPONSIVE_SEARCH_AD / 784015205235,23234507996,capilano | lsm | kws,191500413311,Early Education,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/north-vancouver-capilano-mall/?utm_medium=paid&utm_source=search&utm_campaign=lsm,8.06,185,3,0,0,not_applicable,gads-ad-784015205235,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769060687366,RESPONSIVE_SEARCH_AD / 769060687366,22884384921,richmond south | LSM | keywords,183416601309,Early Education,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/richmond-south/,7.99,306,12,1,4.002002,not_applicable,gads-ad-769060687366,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573119270086,EXPANDED_TEXT_AD / 573119270086,15778154097,oakville | lsm | kw,140369184468,oak pre-k | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,7.81,22,4,0,1,not_applicable,gads-ad-573119270086,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,572917822275,EXPANDED_TEXT_AD / 572917822275,15778154097,oakville | lsm | kw,131052614319,oak preschool | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,6.94,30,4,0,0,not_applicable,gads-ad-572917822275,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573048070970,EXPANDED_TEXT_AD / 573048070970,15778154097,oakville | lsm | kw,131878525676,oak early learning | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,5.68,41,4,0,1,not_applicable,gads-ad-573048070970,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,598407446124,RESPONSIVE_SEARCH_AD / 598407446124,17290399592,burlington | lsm | kw,135188589325,Junior kindergarten,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/burlington-south-service-road/,5.36,43,4,0,1,not_applicable,gads-ad-598407446124,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,572993133490,EXPANDED_TEXT_AD / 572993133490,15778154097,oakville | lsm | kw,134584364609,oak early education | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,4.95,20,2,0,0,not_applicable,gads-ad-572993133490,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573173953874,EXPANDED_TEXT_AD / 573173953874,15778154097,oakville | lsm | kw,135493604367,oak junior kindergarten | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,4.75,44,1,0,0,not_applicable,gads-ad-573173953874,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769142266292,RESPONSIVE_SEARCH_AD / 769142266292,22884384921,richmond south | LSM | keywords,183416601069,Preschool,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/richmond-south/,4.31,168,4,0,0,not_applicable,gads-ad-769142266292,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,572918881629,EXPANDED_TEXT_AD / 572918881629,15778154097,oakville | lsm | kw,134584364609,oak early education | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,4.26,24,1,0,0,not_applicable,gads-ad-572918881629,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,784045808341,RESPONSIVE_SEARCH_AD / 784045808341,23234507996,capilano | lsm | kws,191500413511,Preschool,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/north-vancouver-capilano-mall/?utm_medium=paid&utm_source=search&utm_campaign=lsm,3.32,266,2,0,0,not_applicable,gads-ad-784045808341,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769062939307,RESPONSIVE_SEARCH_AD / 769062939307,22450573429,chilliwack | LSM | kws,183659141013,Early Learning,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/chilliwack-cottonwood/,3.06,102,2,0,0,not_applicable,gads-ad-769062939307,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752088472489,RESPONSIVE_SEARCH_AD / 752088472489,22517347425,meadowvale | LSM | kws,179466531335,Pre-K,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/mississauga-meadowvale/,2.88,104,1,0,0,not_applicable,gads-ad-752088472489,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573175157663,EXPANDED_TEXT_AD / 573175157663,15778154097,oakville | lsm | kw,140369184468,oak pre-k | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,2.43,6,1,0,0,not_applicable,gads-ad-573175157663,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573119545570,EXPANDED_TEXT_AD / 573119545570,15778154097,oakville | lsm | kw,140369184468,oak pre-k | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,2.31,6,1,0,1,not_applicable,gads-ad-573119545570,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,804202622328,RESPONSIVE_SEARCH_AD / 804202622328,23732999189,campbell heights | LSM | Keywords,196679148602,Pre-K,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/surrey-campbell-heights/,2.22,114,2,0,0,not_applicable,gads-ad-804202622328,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,572989505659,EXPANDED_TEXT_AD / 572989505659,15778154097,oakville | lsm | kw,131878525676,oak early learning | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,1.74,11,2,0,0,not_applicable,gads-ad-572989505659,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573050845913,EXPANDED_TEXT_AD / 573050845913,15778154097,oakville | lsm | kw,131052614319,oak preschool | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,1.49,29,1,0,1,not_applicable,gads-ad-573050845913,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,752068238301,RESPONSIVE_SEARCH_AD / 752068238301,22517347425,meadowvale | LSM | kws,179466531495,Competitors,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/mississauga-meadowvale/,1.48,13,1,0,0,not_applicable,gads-ad-752068238301,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,572917929819,EXPANDED_TEXT_AD / 572917929819,15778154097,oakville | lsm | kw,131052614319,oak preschool | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,0.00,6,0,0,0,not_applicable,gads-ad-572917929819,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573118430608,EXPANDED_TEXT_AD / 573118430608,15778154097,oakville | lsm | kw,135493604367,oak junior kindergarten | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,0.00,6,0,0,0,not_applicable,gads-ad-573118430608,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,573118504000,EXPANDED_TEXT_AD / 573118504000,15778154097,oakville | lsm | kw,135493604367,oak junior kindergarten | parents 1-5 yrs_daycare+ | ollo,ENABLED,PAUSED,SEARCH,,,,EXPANDED_TEXT_AD,https://cefa.ca/cefa-find-a-school/oakville/,0.00,5,0,0,0,not_applicable,gads-ad-573118504000,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769063533013,RESPONSIVE_SEARCH_AD / 769063533013,22450573429,chilliwack | LSM | kws,183304505906,Junior Kindergarten,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/chilliwack-cottonwood/,0.00,7,0,0,0,not_applicable,gads-ad-769063533013,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769142031761,RESPONSIVE_SEARCH_AD / 769142031761,22884384921,richmond south | LSM | keywords,183416601109,Pre-K,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/richmond-south/,0.00,38,0,0,0,not_applicable,gads-ad-769142031761,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,784015205205,RESPONSIVE_SEARCH_AD / 784015205205,23234507996,capilano | lsm | kws,191500413071,Junior kindergarten,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/north-vancouver-capilano-mall/?utm_medium=paid&utm_source=search&utm_campaign=lsm,0.00,103,0,0,0,not_applicable,gads-ad-784015205205,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,ad,769021755735,RESPONSIVE_SEARCH_AD / 769021755735,22450573429,chilliwack | LSM | kws,192261281948,Pre-K,ENABLED,PAUSED,SEARCH,,,,RESPONSIVE_SEARCH_AD,https://cefa.ca/cefa-find-a-school/chilliwack-cottonwood/,0.00,30,0,0,0,not_applicable,gads-ad-769021755735,id_only,Google Ads ads do not have a stable visible ad name like Meta; use ad ID plus build manifest/ad key for tracking and bulk edits
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,asset_group,6629990375,early learning,23250453358,CEFA | BC | CORP | PMAX | LEADS | MOF | Enrollment,6629990375,early learning,ENABLED,PAUSED,PERFORMANCE_MAX,,,ASSET_GROUP,,,1557.07,140298,2300,150.558095,807.049536,Asset Group | British Columbia | PMax,asset-group-british-columbia-pmax,proposed,PMax asset group naming inferred; verify asset group role before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,asset_group,6672603889,early learning,23552721065,CEFA | ONTARIO | CORP | PMAX | LEADS | MOF | Enrollment |,6672603889,early learning,ENABLED,PAUSED,PERFORMANCE_MAX,,,ASSET_GROUP,,,1064.90,47710,1254,63.894617,344.58504,Asset Group | Ontario | PMax,asset-group-ontario-pmax,proposed,PMax asset group naming inferred; verify asset group role before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,parent,CEFA $3000,4159217891,asset_group,6672505379,early learning,23552724362,CEFA | Alberta | CORP | PMAX | LEADS | MOF | Enrollment |,6672505379,early learning,ENABLED,PAUSED,PERFORMANCE_MAX,,,ASSET_GROUP,,,945.12,58712,1279,128.995745,414.250752,Asset Group | Alberta | PMax,asset-group-alberta-pmax,proposed,PMax asset group naming inferred; verify asset group role before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,franchise,CEFA Franchisor,3820636025,campaign,23340322790,fr | traffic | application submit,23340322790,fr | traffic | application submit,,,PAUSED,PAUSED,PERFORMANCE_MAX,,MAXIMIZE_CONVERSIONS,,,,1848.81,38232,5734,966,971,CEFA | FRANCHISE | FranchiseAcq | Canada | GOOGLE | PMAX | LEADS | MOF | FranchiseAcq | 202604 | 001,cefa-franchise-franchiseacq-canada-google-pmax-leads-mof-franchiseacq-202604-001,needs_review,current name says traffic; proposed objective uses LEADS because campaign appears tied to application/franchise acquisition
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,franchise,CEFA Franchisor,3820636025,campaign,21834362138,franch | search | kw | ontario,21834362138,franch | search | kw | ontario,,,PAUSED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,,,,305.20,1097,131,1,20,CEFA | FRANCHISE | FranchiseAcq | Ontario | GOOGLE | SEARCH | LEADS | BOF | FranchiseAcq | 202604 | 001,cefa-franchise-franchiseacq-ontario-google-search-leads-bof-franchiseacq-202604-001,proposed,
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,franchise,CEFA Franchisor,3820636025,campaign,20850452314,franch | search | kw | alberta,20850452314,franch | search | kw | alberta,,,PAUSED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,,,,204.29,1267,89,6,7,CEFA | FRANCHISE | FranchiseAcq | Alberta | GOOGLE | SEARCH | LEADS | BOF | FranchiseAcq | 202604 | 001,cefa-franchise-franchiseacq-alberta-google-search-leads-bof-franchiseacq-202604-001,proposed,
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,franchise,CEFA Franchisor,3820636025,ad_group,164432707090,franchise daycare ontario,21834362138,franch | search | kw | ontario,164432707090,franchise daycare ontario,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,140.60,549,70,0,8.5,Franchise Search | Franchise Daycare | Ontario | Mixed,franchise-search-franchise-daycare-ontario-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,franchise,CEFA Franchisor,3820636025,ad_group,157372007260,franchise daycare alberta,20850452314,franch | search | kw | alberta,157372007260,franchise daycare alberta,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,108.79,469,47,3,3,Franchise Search | Franchise Daycare | Alberta | Mixed,franchise-search-franchise-daycare-alberta-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
Verified live Google Ads API read; proposed names are Partial/inferred,2026-05-04 PDT,2026-04-05,2026-05-04,franchise,CEFA Franchisor,3820636025,ad_group,181423429402,general keywords alberta,20850452314,franch | search | kw | alberta,181423429402,general keywords alberta,ENABLED,PAUSED,SEARCH,,MAXIMIZE_CONVERSIONS,SEARCH_STANDARD,,,77.97,557,32,0,0,Franchise Search | Franchise General | Alberta | Mixed,franchise-search-franchise-general-alberta-mixed,proposed,ad group naming inferred from current keyword theme; verify before live rename
